anime_id,producer_id,producers
13489,27,Sotsu
13491,15,Aniplex
13491,915," Movic"
13491,1060," Magic Capsule"
13491,1521," Lawson"
13491,1529," Music Ray'n"
13491,1292," Kadokawa"
13491,1721," INCS toenter"
13491,1774," Yoshimoto Creative Agency"
13494,57,"Pink Pineapple"
13495,593,Yaoqi
13495,1303," Colored-Pencil Animation Design"
13497,728,CBS
13499,491,"Toy's Factory"
13500,690,"Kamio Japan"
13506,655,Emon
13508,653,"Anime Beans"
13509,653,"Anime Beans"
13512,550,"ZIZ Entertainment (ZIZ)"
13515,33,NHK
13515,1186," Polygon Pictures"
13515,1153," NHK Enterprises"
13515,1543," Mattel Creations"
13519,27,Sotsu
13520,90,"Frontier Works"
13520,976," Nippon Columbia"
13520,982," Studio Mausu"
13520,1027," Tokyo MX"
13520,1668," Adores"
13520,1354," Shinchosha"
13520,1371," FuRyu"
13520,1289," Exa International"
13520,1625," NTT Plala"
13520,1547," JY Animation"
13527,535,NAZ
13534,729,"Shanghai Jump Network Technology"
13536,597,"Tencent Animation & Comics"
13537,683,iQIYI
13538,33,NHK
13539,33,NHK
13540,33,NHK
13541,37,"Media Factory"
13541,1060," Magic Capsule"
13541,976," Nippon Columbia"
13541,1386," Kadokawa Media House"
13541,1609," Akatsuki"
13544,33,NHK
13545,33,NHK
13546,33,NHK
13547,33,NHK
13548,15,Aniplex
13549,689,dugout
13550,21,Lantis
13550,834," Kadokawa Shoten"
13557,20,TBS
13557,1363," Supa Love"
13558,21,Lantis
13558,960," Half H.P Studio"
13559,730,"Shanghai Foch Film Culture Investment"
13559,1335," Tencent Penguin Pictures"
13559,1311," China Literature Limited"
13571,33,NHK
13572,33,NHK
13573,33,NHK
13574,33,NHK
13575,33,NHK
13576,33,NHK
13577,33,NHK
13578,33,NHK
13579,33,NHK
13580,33,NHK
13581,33,NHK
13582,33,NHK
13583,33,NHK
13584,33,NHK
13585,33,NHK
13586,33,NHK
13587,520,"Geidai Animation"
13588,71,Shochiku
13589,71,Shochiku
13590,71,Shochiku
13591,33,NHK
13592,33,NHK
13593,33,NHK
13594,33,NHK
13595,33,NHK
13596,33,NHK
13597,33,NHK
13598,33,NHK
13599,33,NHK
13600,33,NHK
13601,33,NHK
13602,33,NHK
13603,33,NHK
13604,33,NHK
13605,33,NHK
13606,33,NHK
13607,33,NHK
13608,33,NHK
13609,33,NHK
13610,33,NHK
13611,33,NHK
13612,33,NHK
13613,33,NHK
13614,33,NHK
13615,627,"Tencent Penguin Pictures"
13615,1364," KJJ Animation"
13615,1531," Da Huoniao Donghua"
13616,33,NHK
13617,33,NHK
13618,33,NHK
13619,33,NHK
13620,33,NHK
13621,33,NHK
13622,264,"CoMix Wave Films"
13623,27,Sotsu
13623,1365," Docomo Anime Store"
13623,1368," ABC Animation"
13623,1292," Kadokawa"
13625,249,Sanrio
13629,612,"Alpha Group Co. Ltd."
13631,612,"Alpha Group Co. Ltd."
13632,612,"Alpha Group Co. Ltd."
13636,92,"Square Enix"
13636,915," Movic"
13636,1020," AT-X"
13636,1133," Warner Bros. Japan"
13636,1279," NBCUniversal Entertainment Japan"
13636,1292," Kadokawa"
13639,627,"Tencent Penguin Pictures"
13644,597,"Tencent Animation & Comics"
13644,1364," KJJ Animation"
13645,73,Dentsu
13645,1016," Yomiuri Telecasting"
13645,915," Movic"
13645,840," Sony Music Entertainment"
13645,1149," TOHO animation"
13645,864," Shueisha"
13646,731,"DMM Music"
13647,57,"Pink Pineapple"
13648,653,"Anime Beans"
13649,694,Sonilude
13650,700,Kadokawa
13651,37,"Media Factory"
13651,1020," AT-X"
13651,1365," Docomo Anime Store"
13651,1381," BS11"
13653,1339," Bandai Namco Entertainment"
13653,1366," Egg Firm"
13653,1610," Straight Edge"
13653,1292," Kadokawa"
13653,15,Aniplex
13653,880," Genco"
13654,15,Aniplex
13654,1366," Egg Firm"
13656,175,AT-X
13656,959," Dwango"
13656,1275," MAGES."
13656,909," Asahi Broadcasting"
13656,1669," Tochigi TV"
13657,915," Movic"
13657,1514," Medicos Entertainment"
13657,14,"Bandai Visual"
13657,850," Lantis"
13660,627,"Tencent Penguin Pictures"
13660,1311," China Literature Limited"
13661,450,"Calf Studio"
13666,90,"Frontier Works"
13666,960," Half H.P Studio"
13666,976," Nippon Columbia"
13666,1339," Bandai Namco Entertainment"
13666,1502," Anime Consortium Japan"
13669,33,NHK
13670,21,Lantis
13670,982," Studio Mausu"
13670,864," Shueisha"
13670,1350," Yomiuri TV Enterprise"
13670,1334," Emon"
13670,1314," DMM pictures"
13670,1359," Crunchyroll SC Anime Fund"
13670,1396," Bandai Namco Arts"
13671,12,Marvelous
13671,1271," TC Entertainment"
13673,5,Genco
13673,1314," DMM pictures"
13673,1517," Greenwood"
13673,1599," My Theater D.D."
13673,1239," Brave Hearts"
13673,1359," Crunchyroll SC Anime Fund"
13674,840," Sony Music Entertainment"
13674,1137," Good Smile Company"
13674,1595," Animatic"
13674,22,"Kadokawa Shoten"
13674,860," Mainichi Broadcasting System"
13678,597,"Tencent Animation & Comics"
13679,5,Genco
13679,1314," DMM pictures"
13679,1517," Greenwood"
13679,1239," Brave Hearts"
13679,1359," Crunchyroll SC Anime Fund"
13680,1436," Hakuhodo"
13680,1614," Kakao Japan"
13680,1670," Spacey Music Entertainment"
13680,1621," A-Craft"
13680,1751," Tohan Corporation"
13680,732,"Hakuhodo DY Music & Pictures"
13680,1029," Futabasha"
13681,57,"Pink Pineapple"
13682,15,Aniplex
13682,850," Lantis"
13682,1278," Bandai Namco Live Creative"
13682,1339," Bandai Namco Entertainment"
13682,1368," ABC Animation"
13684,20,TBS
13685,561,"NBCUniversal Entertainment Japan"
13686,561,"NBCUniversal Entertainment Japan"
13687,15,Aniplex
13688,27,Sotsu
13688,1119," flying DOG"
13689,733,"Kawade Shobo Shinsha"
13691,688,bilibili
13691,1367," Wawayu Animation"
13692,597,"Tencent Animation & Comics"
13693,569,"Twin Engine"
13697,110,Bandai
13699,86,Showgate
13700,79,"Nippon Television Network"
13702,627,"Tencent Penguin Pictures"
13702,1311," China Literature Limited"
13702,1532," Motion Magic"
13703,1396," Bandai Namco Arts"
13703,1260," TMS Music"
13703,20,TBS
13703,838," Kodansha"
13704,53,Toho
13705,33,NHK
13705,888," Shogakukan"
13705,1153," NHK Enterprises"
13706,29,"TV Asahi"
13706,859," Asatsu DK"
13713,700,Kadokawa
13723,15,Aniplex
13723,1268," Cygames"
13723,1533," dugout"
13725,249,Sanrio
13727,78,"Asahi Broadcasting"
13727,1368," ABC Animation"
13727,1320," Echoes"
13728,228,Sega
13729,228,Sega
13731,228,Sega
13732,228,Sega
13733,228,Sega
13734,228,Sega
13735,228,Sega
13736,228,Sega
13737,228,Sega
13738,228,Sega
13739,228,Sega
13740,228,Sega
13741,228,Sega
13742,228,Sega
13743,585,"Tokyo MX"
13744,33,NHK
13748,33,NHK
13755,122,"DAX Production"
13756,491,"Toy's Factory"
13758,500,MAGES.
13759,179,"Nippon Columbia"
13759,1292," Kadokawa"
13762,665,5pb.
13769,592,"Bandai Namco Entertainment"
13770,15,Aniplex
13770,823," Dentsu"
13770,915," Movic"
13770,825," Fuji TV"
13770,888," Shogakukan"
13771,33,NHK
13772,21,Lantis
13772,831," Pony Canyon"
13772,910," Rakuonsha"
13772,1396," Bandai Namco Arts"
13773,1510," Being"
13773,1615," Universal Music Japan"
13773,1292," Kadokawa"
13773,1153," NHK Enterprises"
13773,125,"TMS Entertainment"
13773,1310," Sony Music Communications"
13774,734,"Souten no Ken"
13777,456,"Beijing Enlight Pictures"
13778,261,Gainax
13778,846," Toshiba EMI"
13781,582,"Space Shower Music"
13782,582,"Space Shower Music"
13796,44,Broccoli
13797,44,Broccoli
13799,175,AT-X
13799,976," Nippon Columbia"
13799,879," KlockWorx"
13799,1300," Toranoana"
13799,1206," Glovision"
13799,1476," Sony PCL"
13799,1386," Kadokawa Media House"
13799,1741," Sun TV"
13799,1292," Kadokawa"
13801,1275," MAGES."
13801,848," King Records"
13801,1085," Kinyosha"
13801,128,Memory-Tech
13801,1082," Bushiroad"
13803,735,Yumearu
13805,9,"Production I.G"
13805,823," Dentsu"
13805,860," Mainichi Broadcasting System"
13805,831," Pony Canyon"
13805,838," Kodansha"
13805,1006," Pony Canyon Enterprise"
13806,736,"Heart Company"
13807,653,"Anime Beans"
13811,554,"Warner Music Japan"
13812,602,comico
13813,602,comico
13815,684,PoRO
13816,627,"Tencent Penguin Pictures"
13818,180,"Sony Music Entertainment"
13819,15,Aniplex
13819,864," Shueisha"
13819,1381," BS11"
13821,737,"Studio A-CAT"
13821,951," On-Lead"
13827,33,NHK
13828,8,"Fuji TV"
13829,57,"Pink Pineapple"
13832,738,"Terada Mokei"
13833,738,"Terada Mokei"
13834,738,"Terada Mokei"
13835,738,"Terada Mokei"
13836,738,"Terada Mokei"
13837,739,"D & D Pictures"
13840,740,"Miraicha Records"
13842,317,"flying DOG"
13842,1292," Kadokawa"
13843,603,BOOTLEG
13845,249,Sanrio
13845,835," Sega"
13846,536,"Benesse Corporation"
13848,590,"Avex Pictures"
13849,597,"Tencent Animation & Comics"
13850,491,"Toy's Factory"
13851,45,"Avex Entertainment"
13852,3,"Victor Entertainment"
13853,741,"Ki/oon Music"
13854,491,"Toy's Factory"
13855,653,"Anime Beans"
13859,491,"Toy's Factory"
13860,491,"Toy's Factory"
13861,491,"Toy's Factory"
13864,21,Lantis
13864,915," Movic"
13864,960," Half H.P Studio"
13864,1373," BS Fuji"
13864,1027," Tokyo MX"
13864,1137," Good Smile Company"
13866,683,iQIYI
13867,683,iQIYI
13869,79,"Nippon Television Network"
13869,1369," DeNA"
13871,585,"Tokyo MX"
13871,1370," Fan Company"
13871,1534," Global Solutions"
13874,858," Shochiku"
13874,1020," AT-X"
13874,1119," flying DOG"
13874,1027," Tokyo MX"
13874,1407," Mag Garden"
13874,9,"Production I.G"
13874,912," Frontier Works"
13878,33,NHK
13879,33,NHK
13880,33,NHK
13881,33,NHK
13882,33,NHK
13883,33,NHK
13884,33,NHK
13885,742,"Tochigi TV"
13886,53,Toho
13886,1149," TOHO animation"
13887,27,Sotsu
13887,1119," flying DOG"
13887,1340," Ichijinsha"
13889,33,NHK
13890,33,NHK
13891,33,NHK
13892,180,"Sony Music Entertainment"
13893,597,"Tencent Animation & Comics"
13894,597,"Tencent Animation & Comics"
13894,1306," bilibili"
13894,1335," Tencent Penguin Pictures"
13895,4,"TV Tokyo"
13896,470,Bushiroad
13897,30,"Pony Canyon"
13897,1371," FuRyu"
13898,22,"Kadokawa Shoten"
13900,53,Toho
13901,53,Toho
13902,4,"TV Tokyo"
13902,828," Aniplex"
13902,823," Dentsu"
13902,864," Shueisha"
13903,1379," Suiseisha"
13903,1376," Tavac"
13903,743,"Cosmic Ray"
13903,1372," Picante Circus"
13904,228,Sega
13906,33,NHK
13907,428,"Hobby Japan"
13908,597,"Tencent Animation & Comics"
13908,1306," bilibili"
13912,20,TBS
13913,20,TBS
13914,64,"Tohokushinsha Film Corporation"
13915,744,XFLAG
13920,53,Toho
13921,73,Dentsu
13921,1096," Tsuburaya Productions"
13921,1482," Fields"
13921,1396," Bandai Namco Arts"
13921,1281," Netflix"
13921,1715," G holdings"
13922,120,Kodansha
13925,684,PoRO
13926,4,"TV Tokyo"
13927,175,AT-X
13927,1310," Sony Music Communications"
13927,1082," Bushiroad"
13927,1300," Toranoana"
13927,1327," Hakuhodo DY Music & Pictures"
13927,1578," Overlap"
13927,1371," FuRyu"
13927,1396," Bandai Namco Arts"
13928,745,Shodensha
13929,493,"Warner Bros. Japan"
13929,1373," BS Fuji"
13929,1327," Hakuhodo DY Music & Pictures"
13932,430,"Mary Jane"
13935,488,"Queen Bee"
13935,1199," Media Bank"
13936,245,"TOHO animation"
13936,864," Shueisha"
13937,5,Genco
13937,1020," AT-X"
13937,879," KlockWorx"
13937,1599," My Theater D.D."
13937,1359," Crunchyroll SC Anime Fund"
13938,831," Pony Canyon"
13938,888," Shogakukan"
13938,1671," KLab"
13938,1281," Netflix"
13938,1681," MAGNET"
13938,32,"Nihon Ad Systems"
13938,860," Mainichi Broadcasting System"
13939,249,Sanrio
13939,1281," Netflix"
13940,653,"Anime Beans"
13941,507,"BS Fuji"
13941,1374," Strawberry Meets Pictures"
13941,1403," Hokkaido Cultural Broadcasting"
13941,1341," Kanetsu Investment"
13941,1672," BookLive"
13941,1397," ibis Capital Partners"
13941,1534," Global Solutions"
13941,1775," Y&N Brothers"
13943,627,"Tencent Penguin Pictures"
13957,4,"TV Tokyo"
13957,1133," Warner Bros. Japan"
13957,1535," NAZ"
13957,864," Shueisha"
13957,851," Imagine"
13958,871," Nippon Television Network"
13958,1292," Kadokawa"
13958,1434," D.N. Dream Partners"
13958,1416," Sonilude"
13958,53,Toho
13958,1039," NTT Docomo"
13961,350,Ichijinsha
13961,1312," Cloud22"
13962,18,"Sony Pictures Entertainment"
13962,1375," Chugai Mining"
13962,1436," Hakuhodo"
13962,1522," GYAO!"
13962,1667," THINKR"
13962,1712," Moonbell"
13962,1752," LinkedBrain"
13963,54,Shueisha
13963,1320," Echoes"
13965,54,Shueisha
13966,54,Shueisha
13967,14,"Bandai Visual"
13967,864," Shueisha"
13970,592,"Bandai Namco Entertainment"
13971,311,"MS Pictures"
13976,653,"Anime Beans"
13978,33,NHK
13980,30,"Pony Canyon"
13980,1020," AT-X"
13980,868," Memory-Tech"
13980,988," Dynamic Planning"
13980,1339," Bandai Namco Entertainment"
13980,1006," Pony Canyon Enterprise"
13984,634,Frencel
13986,21,Lantis
13987,125,"TMS Entertainment"
13991,683,iQIYI
13992,15,Aniplex
13992,838," Kodansha"
13994,33,NHK
13994,1320," Echoes"
13995,32,"Nihon Ad Systems"
13995,831," Pony Canyon"
13995,864," Shueisha"
13995,1381," BS11"
13995,1461," Jinnan Studio"
13995,1268," Cygames"
13995,1684," CA-Cygames Anime Fund"
13997,33,NHK
13998,33,NHK
13999,33,NHK
14001,746,"DMM pictures"
14002,380,"Yahoo! Japan"
14004,75,WOWOW
14005,506,Toranoana
14006,637,Level-5
14009,21,Lantis
14009,858," Shochiku"
14012,9,"Production I.G"
14012,858," Shochiku"
14012,1119," flying DOG"
14012,1407," Mag Garden"
14013,15,Aniplex
14013,1292," Kadokawa"
14015,27,Sotsu
14017,627,"Tencent Penguin Pictures"
14017,1311," China Literature Limited"
14024,747,"Kadokawa Animation"
14025,683,iQIYI
14026,33,NHK
14027,33,NHK
14028,33,NHK
14029,33,NHK
14030,33,NHK
14031,33,NHK
14032,33,NHK
14033,33,NHK
14034,33,NHK
14035,33,NHK
14036,33,NHK
14037,33,NHK
14038,33,NHK
14039,627,"Tencent Penguin Pictures"
14039,1311," China Literature Limited"
14039,1303," Colored-Pencil Animation Design"
14041,860," Mainichi Broadcasting System"
14041,915," Movic"
14041,879," KlockWorx"
14041,1119," flying DOG"
14041,1280," 81 Produce"
14041,1315," Avex Pictures"
14041,73,Dentsu
14041,918," Square Enix"
14043,615,EDGE
14044,480,BreakBottle
14046,21,Lantis
14046,831," Pony Canyon"
14046,910," Rakuonsha"
14046,1368," ABC Animation"
14047,748,Akatsuki
14056,16,"Mainichi Broadcasting System"
14056,838," Kodansha"
14056,1279," NBCUniversal Entertainment Japan"
14056,1315," Avex Pictures"
14056,1301," Q-Tec"
14056,1546," JR East Marketing & Communications"
14056,1522," GYAO!"
14057,1288," iQIYI"
14057,749,"Success Corp."
14057,1376," Tavac"
14061,4,"TV Tokyo"
14061,859," Asatsu DK"
14067,750,Felicity
14068,750,Felicity
14069,750,Felicity
14071,48,"Yomiko Advertising"
14071,825," Fuji TV"
14072,15,Aniplex
14072,838," Kodansha"
14072,1060," Magic Capsule"
14081,627,"Tencent Penguin Pictures"
14083,751,"Boyan Pictures"
14084,33,NHK
14085,92,"Square Enix"
14085,831," Pony Canyon"
14085,1315," Avex Pictures"
14086,33,NHK
14089,554,"Warner Music Japan"
14091,592,"Bandai Namco Entertainment"
14092,136,Hakusensha
14092,1020," AT-X"
14092,1310," Sony Music Communications"
14092,1386," Kadokawa Media House"
14092,1292," Kadokawa"
14093,428,"Hobby Japan"
14094,293,"TMS Music"
14095,688,bilibili
14095,1377," Jay Zone Comic"
14096,627,"Tencent Penguin Pictures"
14096,1311," China Literature Limited"
14096,1532," Motion Magic"
14101,627,"Tencent Penguin Pictures"
14101,1311," China Literature Limited"
14102,627,"Tencent Penguin Pictures"
14102,1311," China Literature Limited"
14103,627,"Tencent Penguin Pictures"
14103,1311," China Literature Limited"
14108,33,NHK
14109,33,NHK
14110,33,NHK
14111,33,NHK
14112,33,NHK
14113,33,NHK
14114,33,NHK
14115,33,NHK
14116,33,NHK
14117,701,"Studio Hibari"
14117,908," NHK"
14117,1153," NHK Enterprises"
14118,1320," Echoes"
14118,4,"TV Tokyo"
14118,823," Dentsu"
14119,621,"Jinnan Studio"
14120,456,"Beijing Enlight Pictures"
14121,627,"Tencent Penguin Pictures"
14122,627,"Tencent Penguin Pictures"
14123,27,Sotsu
14123,838," Kodansha"
14123,960," Half H.P Studio"
14123,1020," AT-X"
14123,879," KlockWorx"
14123,1277," DIVE II Entertainment"
14123,1280," 81 Produce"
14123,1027," Tokyo MX"
14123,1315," Avex Pictures"
14123,1301," Q-Tec"
14123,1595," Animatic"
14123,1162," Eswood"
14128,960," Half H.P Studio"
14128,879," KlockWorx"
14128,1137," Good Smile Company"
14128,1284," Tablier Communications"
14128,1292," Kadokawa"
14128,1622," Legs"
14128,1768," Hawkeye"
14128,16,"Mainichi Broadcasting System"
14128,831," Pony Canyon"
14129,57,"Pink Pineapple"
14131,684,PoRO
14134,752,"Happy Elements"
14137,92,"Square Enix"
14137,1301," Q-Tec"
14137,1533," dugout"
14140,4,"TV Tokyo"
14140,830," Sotsu"
14141,653,"Anime Beans"
14144,753,"Egg Firm"
14147,245,"TOHO animation"
14148,120,Kodansha
14148,1020," AT-X"
14148,1212," Ultra Super Pictures"
14148,1149," TOHO animation"
14148,1301," Q-Tec"
14148,1332," Sammy"
14148,1381," BS11"
14148,1304," Contents Seed"
14149,151,"Magic Capsule"
14149,1119," flying DOG"
14150,653,"Anime Beans"
14152,592,"Bandai Namco Entertainment"
14152,1378," DMM.futureworks"
14152,1536," Aoni Production"
14154,29,"TV Asahi"
14155,44,Broccoli
14159,592,"Bandai Namco Entertainment"
14162,585,"Tokyo MX"
14162,1379," Suiseisha"
14167,550,"ZIZ Entertainment (ZIZ)"
14168,33,NHK
14168,1153," NHK Enterprises"
14169,627,"Tencent Penguin Pictures"
14171,688,bilibili
14172,683,iQIYI
14174,317,"flying DOG"
14174,1027," Tokyo MX"
14183,92,"Square Enix"
14184,717,"Picante Circus"
14184,1379," Suiseisha"
14184,1312," Cloud22"
14185,4,"TV Tokyo"
14188,27,Sotsu
14193,7,VAP
14193,960," Half H.P Studio"
14193,871," Nippon Television Network"
14193,1519," Nippon Television Music"
14194,430,"Mary Jane"
14196,33,NHK
14198,84,"Half H.P Studio"
14198,976," Nippon Columbia"
14198,1280," 81 Produce"
14198,1365," Docomo Anime Store"
14198,1386," Kadokawa Media House"
14198,1292," Kadokawa"
14200,1133," Warner Bros. Japan"
14200,879," KlockWorx"
14200,1490," SoftBank Creative"
14200,1327," Hakuhodo DY Music & Pictures"
14200,1366," Egg Firm"
14200,1371," FuRyu"
14200,1243," GREE"
14200,5,Genco
14200,915," Movic"
14201,402,"SoftBank Creative"
14201,1380," Warner Bros. Pictures"
14202,18,"Sony Pictures Entertainment"
14202,912," Frontier Works"
14202,1020," AT-X"
14202,1490," SoftBank Creative"
14202,1082," Bushiroad"
14202,1327," Hakuhodo DY Music & Pictures"
14202,1548," Good Smile Film"
14202,1776," Artist Management Office"
14203,33,NHK
14204,33,NHK
14210,653,"Anime Beans"
14212,592,"Bandai Namco Entertainment"
14216,33,NHK
14218,500,MAGES.
14218,1371," FuRyu"
14220,120,Kodansha
14220,871," Nippon Television Network"
14220,1271," TC Entertainment"
14220,1519," Nippon Television Music"
14220,1673," FBC"
14221,188,"Tezuka Productions"
14225,734,"Souten no Ken"
14226,612,"Alpha Group Co. Ltd."
14227,612,"Alpha Group Co. Ltd."
14228,612,"Alpha Group Co. Ltd."
14229,175,AT-X
14229,1194," Earth Star Entertainment"
14229,1315," Avex Pictures"
14229,944," TV Aichi"
14229,1368," ABC Animation"
14229,1681," MAGNET"
14231,1537," Tokyo Theatres"
14231,1607," Haoliners Animation League"
14231,1306," bilibili"
14231,490,"The Answer Studio"
14231,1308," Sound Team Don Juan"
14233,491,"Toy's Factory"
14235,4,"TV Tokyo"
14235,838," Kodansha"
14235,1020," AT-X"
14235,848," King Records"
14235,1314," DMM pictures"
14236,45,"Avex Entertainment"
14238,15,Aniplex
14238,1285," Tatsunoko Production"
14238,840," Sony Music Entertainment"
14239,844," Toho"
14239,840," Sony Music Entertainment"
14239,1292," Kadokawa"
14239,1383," Twin Engine"
14239,73,Dentsu
14239,825," Fuji TV"
14243,45,"Avex Entertainment"
14245,600,"Trash Studio"
14246,600,"Trash Studio"
14247,600,"Trash Studio"
14250,179,"Nippon Columbia"
14251,15,Aniplex
14251,823," Dentsu"
14251,915," Movic"
14251,825," Fuji TV"
14251,1644," Gentosha Comics"
14252,73,Dentsu
14252,908," NHK"
14253,21,Lantis
14253,1381," BS11"
14253,1396," Bandai Namco Arts"
14253,1616," Micro Magazine Publishing"
14255,838," Kodansha"
14255,1020," AT-X"
14255,971," GAGA"
14255,1515," Techno Sound"
14255,1660," NADA Holdings"
14255,1748," Aeon Entertainment"
14255,4,"TV Tokyo"
14255,824," Nihon Ad Systems"
14256,8,"Fuji TV"
14256,1119," flying DOG"
14256,1373," BS Fuji"
14256,1327," Hakuhodo DY Music & Pictures"
14256,1003," Hakuhodo DY Media Partners"
14257,8,"Fuji TV"
14257,1187," Slow Curve"
14259,8,"Fuji TV"
14259,1382," NIANTIC"
14260,73,Dentsu
14260,825," Fuji TV"
14260,1175," Nitroplus"
14260,840," Sony Music Entertainment"
14260,1149," TOHO animation"
14260,1681," MAGNET"
14261,1175," Nitroplus"
14261,840," Sony Music Entertainment"
14261,1149," TOHO animation"
14261,1681," MAGNET"
14261,73,Dentsu
14261,825," Fuji TV"
14262,73,Dentsu
14262,825," Fuji TV"
14262,1175," Nitroplus"
14262,840," Sony Music Entertainment"
14262,1149," TOHO animation"
14262,1681," MAGNET"
14263,27,Sotsu
14263,1359," Crunchyroll SC Anime Fund"
14264,99,"Fujipacific Music"
14264,1383," Twin Engine"
14265,122,"DAX Production"
14265,1384," Quatre Stella"
14265,1538," RME"
14266,1060," Magic Capsule"
14266,1133," Warner Bros. Japan"
14266,879," KlockWorx"
14266,911," ASCII Media Works"
14266,1327," Hakuhodo DY Music & Pictures"
14266,13,Movic
14266,1385," SILVER LINK."
14267,15,Aniplex
14267,1027," Tokyo MX"
14267,1327," Hakuhodo DY Music & Pictures"
14267,855," Nagoya Broadcasting Network"
14267,1381," BS11"
14267,1368," ABC Animation"
14267,1292," Kadokawa"
14268,1292," Kadokawa"
14268,175,AT-X
14268,1386," Kadokawa Media House"
14275,33,NHK
14276,33,NHK
14277,33,NHK
14278,33,NHK
14279,33,NHK
14280,33,NHK
14284,488,"Queen Bee"
14285,561,"NBCUniversal Entertainment Japan"
14287,431,"King Records"
14292,18,"Sony Pictures Entertainment"
14292,850," Lantis"
14292,874," Animax"
14292,864," Shueisha"
14292,1547," JY Animation"
14292,1396," Bandai Namco Arts"
14292,1528," SKY PerfecTV!"
14293,15,Aniplex
14293,1078," Capcom"
14294,4,"TV Tokyo"
14294,828," Aniplex"
14294,823," Dentsu"
14294,864," Shueisha"
14298,21,Lantis
14299,27,Sotsu
14299,1279," NBCUniversal Entertainment Japan"
14299,1266," Infinite"
14300,754,Infinite
14303,15,Aniplex
14303,1339," Bandai Namco Entertainment"
14303,1137," Good Smile Company"
14303,1381," BS11"
14303,1368," ABC Animation"
14303,1233," Kinoshita Group Holdings"
14303,1292," Kadokawa"
14303,1739," Cromea"
14303,1416," Sonilude"
14306,915," Movic"
14306,1310," Sony Music Communications"
14306,1206," Glovision"
14306,1327," Hakuhodo DY Music & Pictures"
14306,1514," Medicos Entertainment"
14306,1386," Kadokawa Media House"
14306,1797," Sega Interactive"
14306,1807," GOON TRAX"
14306,1433," FABTONE"
14306,90,"Frontier Works"
14306,860," Mainichi Broadcasting System"
14307,493,"Warner Bros. Japan"
14307,879," KlockWorx"
14307,1373," BS Fuji"
14307,1327," Hakuhodo DY Music & Pictures"
14307,888," Shogakukan"
14311,15,Aniplex
14311,1387," Audio Planning U"
14312,7,VAP
14312,918," Square Enix"
14312,880," Genco"
14312,860," Mainichi Broadcasting System"
14312,1541," Bit Promotion"
14313,569,"Twin Engine"
14314,9,"Production I.G"
14314,823," Dentsu"
14314,838," Kodansha"
14314,1383," Twin Engine"
14315,1383," Twin Engine"
14315,99,"Fujipacific Music"
14315,1259," Ai Addiction"
14316,99,"Fujipacific Music"
14316,1383," Twin Engine"
14322,3,"Victor Entertainment"
14326,33,NHK
14344,653,"Anime Beans"
14345,92,"Square Enix"
14345,830," Sotsu"
14345,880," Genco"
14345,850," Lantis"
14345,1060," Magic Capsule"
14345,1482," Fields"
14345,1306," bilibili"
14345,1396," Bandai Namco Arts"
14345,1512," Happinet"
14347,4,"TV Tokyo"
14348,62,"Yomiuri Telecasting"
14348,874," Animax"
14348,831," Pony Canyon"
14348,905," Asmik Ace"
14348,982," Studio Mausu"
14348,1346," Exit Tunes"
14348,1292," Kadokawa"
14348,1777," Studio Shamrock"
14348,1798," Gamegate"
14350,627,"Tencent Penguin Pictures"
14350,1388," Seven Stone Entertainment"
14351,597,"Tencent Animation & Comics"
14353,27,Sotsu
14353,1133," Warner Bros. Japan"
14353,1266," Infinite"
14355,850," Lantis"
14355,875," MediaNet"
14355,1674," Marvel Entertainment"
14355,1373," BS Fuji"
14355,871," Nippon Television Network"
14355,1589," Forecast Communications"
14355,1350," Yomiuri TV Enterprise"
14355,1710," Marui Group"
14355,1396," Bandai Namco Arts"
14355,1809," TO Books"
14355,75,WOWOW
14355,880," Genco"
14357,13,Movic
14357,1301," Q-Tec"
14357,1327," Hakuhodo DY Music & Pictures"
14357,1514," Medicos Entertainment"
14357,1381," BS11"
14357,1396," Bandai Namco Arts"
14358,179,"Nippon Columbia"
14359,120,Kodansha
14360,20,TBS
14360,1275," MAGES."
14360,1371," FuRyu"
14361,245,"TOHO animation"
14362,27,Sotsu
14363,332,"Studio Mausu"
14365,84,"Half H.P Studio"
14371,15,Aniplex
14371,915," Movic"
14371,1539," Libre"
14371,1617," animate"
14373,1027," Tokyo MX"
14373,1301," Q-Tec"
14373,1375," Chugai Mining"
14373,1381," BS11"
14373,1671," KLab"
14373,1710," Marui Group"
14373,1419," Bit grooove promotion"
14373,75,WOWOW
14373,1279," NBCUniversal Entertainment Japan"
14376,180,"Sony Music Entertainment"
14386,90,"Frontier Works"
14386,860," Mainichi Broadcasting System"
14386,960," Half H.P Studio"
14386,1020," AT-X"
14386,1675," CyberStep"
14386,1341," Kanetsu Investment"
14386,1292," Kadokawa"
14386,1534," Global Solutions"
14388,688,bilibili
14388,1311," China Literature Limited"
14389,627,"Tencent Penguin Pictures"
14389,1311," China Literature Limited"
14390,627,"Tencent Penguin Pictures"
14390,1311," China Literature Limited"
14393,73,Dentsu
14393,844," Toho"
14393,871," Nippon Television Network"
14396,45,"Avex Entertainment"
14399,682,"YHKT Entertainment"
14402,21,Lantis
14402,915," Movic"
14402,960," Half H.P Studio"
14402,1373," BS Fuji"
14402,1027," Tokyo MX"
14402,1137," Good Smile Company"
14402,1396," Bandai Namco Arts"
14403,653,"Anime Beans"
14407,20,TBS
14407,934," DAX Production"
